
  72085 atoms

  11 atom types

     0.668323692    70.668323692 xlo xhi
    -1.515448653    68.484551347 ylo yhi
     0.195616947   140.195616947 zlo zhi

Masses

   1  12.011150 # c3a
   2  12.011150 # c
   3   1.007970 # h1
   4  15.999400 # o1-
   5  12.011150 # c44
   6  12.011150 # c4
   7  12.011150 # c3'
   8  15.999400 # o1=
   9  15.999400 # o2s
  10  12.011150 # c4o
  11  12.011150 # c43

Atoms # charge

1 1 0 42.317883240 30.802574354 21.951815374
2 2 0 43.052446027 29.436440236 23.943466320
3 1 0 42.702075651 29.309959959 25.427994565
4 1 0 42.033555217 33.632591163 22.457769438
5 1 0 42.435467215 30.760647341 23.302070735
6 1 0 41.881204910 31.774778057 24.042015934
7 1 0 41.758667376 31.538098970 25.395201333
8 1 0 39.057373681 33.644074835 21.913909690
9 1 0 41.427088196 32.960757678 23.487618428
10 1 0 40.272884732 33.440256038 23.983100119
11 2 0 40.242382823 33.590685566 25.490144900
12 1 0 36.520288347 34.966943044 22.306211963
13 1 0 39.079852555 33.730318965 23.289728572
14 1 0 37.849745976 33.803774747 23.947608929
15 1 0 37.731086698 33.644450841 25.285107093
16 1 0 34.619584065 32.580924650 21.661356735
17 1 0 36.642472107 34.020662592 23.306130112
18 2 0 35.286594930 33.582092847 23.809759513
19 1 0 35.364795748 33.144958495 25.248210165
20 1 0 32.271446746 30.970070622 21.908016465
21 1 0 34.559071322 32.500971104 23.005741537
22 1 0 33.787394890 31.584734053 23.644485979
23 1 0 33.759054122 31.476172025 25.033536588
24 1 0 33.327659471 28.399612711 21.379633312
25 1 0 32.988449827 30.666854132 23.013677998
26 1 0 32.917632383 29.405795756 23.562472717
27 1 0 32.830765623 29.325183715 24.920588621
28 1 0 35.134898589 26.430483401 21.912372316
29 1 0 33.147138746 28.314257381 22.727108298
30 1 0 33.310407269 27.093009956 23.297944052
31 2 0 32.621494767 26.849606652 24.637754638
32 1 0 34.631514319 22.927261221 21.784128237
33 1 0 34.131300445 26.108122311 22.778850013
34 2 0 33.997859166 24.705247410 23.328782363
35 1 0 34.074691841 24.853086965 24.839778270
36 1 0 37.457681553 23.810629673 21.462159722
37 1 0 35.035314500 23.740069635 22.801819082
38 1 0 36.246760888 23.764357399 23.459509405
39 1 0 36.215186383 23.941619438 24.822680797
